EEG_Alpha,EEG_Beta,EEG_Theta,EEG_Gamma,Facial_Happy,Facial_Sad,Facial_Angry,Facial_Neutral,Facial_Surprised,Emotion
0.9458681389627083,0.2169555696184452,0.22416399034582357,0.2518254003923748,0.3301455217907049,0.915667856558848,0.9607859500070844,0.9220796482580286,0.06073760778858306,Angry
0.9506749934436419,0.4125800054951373,0.5727597575487364,0.5136140208341924,0.8946679111973359,0.3687154901982388,0.06081643524956937,0.43168432883990404,0.7277838326488212,Angry
0.9378821767795181,0.09839807777756004,0.5957671635394239,0.19262043831452524,0.7183011419791716,0.13465750535529697,0.4583558994852389,0.16832009512950186,0.7462137017230989,Happy
0.6627778714405761,0.41006222105470225,0.19918146250243196,0.39372099585323417,0.9204066987759553,0.7978111144788356,0.8973722191264837,0.3408057282974213,0.13896014305928495,Happy
0.5884508317074388,0.5162683220671614,0.6136632207445377,0.6994705839749463,0.9363617590243503,0.12076530840223976,0.37893999443313275,0.561610120660682,0.6444248309087037,Neutral
0.8400331883806208,0.12852491936215882,0.1750775429107283,0.7726963187285276,0.1581021574919521,0.46348419131079066,0.3851759960784795,0.11726088268521151,0.06286033715990169,Happy
0.4695596444479503,0.26375658357753373,0.6933914423004166,0.6272122174979337,0.8583881065718565,0.8196340083257201,0.6496066169104968,0.614450954678415,0.3878676972242211,Neutral
0.8155718440006327,0.26145541719206944,0.7733286182153291,0.35161628891079966,0.2923259998369293,0.8305808405895654,0.5496111354330523,0.26461484400446833,0.36638625193834107,Neutral
0.19670559279709765,0.31919748871100917,0.9981493110143104,0.3114169830607638,0.9082029107423146,0.3873205939437302,0.5696792694795164,0.3393000504360786,0.9800310177576675,Surprised
0.010259793485786761,0.607130428883848,0.16470777833976946,0.4837199876245285,0.5797668829997921,0.7188566290544225,0.292418377290217,0.5360968467620207,0.031798076382948626,Neutral
0.9262932279185229,0.6626777640404339,0.8636669565633467,0.17022442448931419,0.04545279550045056,0.695403386349623,0.8213415809902223,0.24927422368975072,0.6738646535671204,Angry
0.6516394555035769,0.07306534404595955,0.11700295042695319,0.8517263352583945,0.3430285042228691,0.5332527022813893,0.08840932170211135,0.33757601364400025,0.5196828256731779,Happy
0.8598891490549119,0.0561543091918989,0.5740370603448569,0.17519662310305562,0.8297928687483598,0.004331165121423841,0.38741728479171056,0.7172231675821988,0.6899495378036462,Surprised
0.38784227151902984,0.754701747807431,0.5897958381481306,0.2623011098472976,0.10001268785241435,0.08665466473534267,0.4030815001026933,0.9564056702186932,0.7799509117726277,Surprised
0.795971823905552,0.8875102371602706,0.804579349918689,0.7931384583063495,0.8197440380892742,0.6281573263160306,0.43042746251863373,0.9942135244139685,0.8001404452602554,Surprised
0.49339626192418407,0.04085633181730619,0.3781951680339518,0.2783366954408405,0.5070819000411995,0.03621211145600445,0.578576882660895,0.30269688388921445,0.4604676619575623,Happy
0.49687607984806503,0.4242386420123295,0.9149453502423264,0.16074963808786347,0.5173228635319174,0.7544950265521814,0.9548327197565745,0.8699041193025575,0.8437724969641688,Surprised
0.2923361572301443,0.20296649209062223,0.6639365290180533,0.20718030317326275,0.3531121959776329,0.5367354735463994,0.7344958749284093,0.4731382987073187,0.2901429149311281,Angry
0.03175159457989185,0.8234019362364721,0.1401111002284855,0.13387186726827005,0.8594062313808566,0.4887783987937939,0.8360132550050601,0.05063991265032042,0.9190897511221245,Neutral
0.362491364101275,0.7381846534902062,0.40329913491115965,0.6896908315237535,0.6883572988196819,0.2696521816605172,0.43354148068956444,0.9140428831905151,0.10668403325510645,Angry
0.5311191536759796,0.8453597531159216,0.09133756048664365,0.2383345527288826,0.5818544353763502,0.617435984148645,0.715488749175318,0.38141670165723685,0.2342761621246271,Surprised
0.9714027417476983,0.5953881130076657,0.8899562113178143,0.7074122745437794,0.908730463045638,0.14463128536873293,0.14557203969686705,0.2066980129199818,0.5733518804328651,Surprised
0.48365677326333856,0.04366382263591051,0.9395949831673058,0.07596948581736662,0.9823979023997452,0.2848503819963528,0.6293630002200435,0.7616812497100889,0.8093280535519847,Sad
0.36959661875436145,0.12526978225466834,0.11004948827990668,0.20849889290935986,0.24677618919693878,0.5063833139502522,0.34016126653088075,0.08709520798307846,0.2169644920508964,Angry
0.43701275679760054,0.8074091301067116,0.29867989341847534,0.3548796806315593,0.8599771162458868,0.18140741878163036,0.32881377758522634,0.79183399466312,0.9879790853488106,Neutral
0.5300560893283904,0.452716691895239,0.5868516728672347,0.29596656431391255,0.6805802561189055,0.4913317802230015,0.96868092268728,0.29326799870754505,0.20692778772326625,Surprised
0.7889629715465336,0.5151784392151393,0.19141617617247553,0.34949732070025585,0.5577423698874571,0.3501613392735322,0.6206604287361702,0.9478481062798467,0.07528626428552077,Neutral
0.7084345390299656,0.8280314882373632,0.2719354609011706,0.7588293474428764,0.4259160708796429,0.5601820327465071,0.9635150310951108,0.10520250424551525,0.17424094075845842,Sad
0.2854671528752081,0.2819011105458453,0.7985128756499074,0.35475085674955575,0.042815603836529936,0.21849764442748143,0.18989419366299454,0.5681928817423684,0.7490928976154638,Angry
0.08417854044045714,0.33313123303488323,0.4002804224918274,0.7520398769901574,0.14457499959370057,0.06254795411433756,0.7022778641483431,0.24563408193391834,0.30580690769936403,Sad
0.6386851762057065,0.08998472259190315,0.7316881582544664,0.9302819330902004,0.4373463916700694,0.8802161480017848,0.9543802533990717,0.08956812294222649,0.06182560031494433,Surprised
0.9938198389494115,0.9798205509562166,0.21558378216784924,0.13971755663459262,0.6282502494259912,0.174731476213564,0.2968591871286961,0.7881680225113521,0.8482904077723138,Neutral
0.28409477525861837,0.4137243023885089,0.12785862322429298,0.35185363423399385,0.840595890263717,0.9041880334919147,0.1317695000485266,0.7421783961602432,0.11305722096035065,Neutral
0.1143446635479971,0.7253636343078117,0.9712179634752769,0.9484941384681687,0.2852449328038016,0.25149493710890825,0.07935277395149365,0.15718047697707105,0.4781257909945814,Sad
0.1767804281691101,0.7930253691038538,0.8033370523614499,0.8929584251456705,0.15212314156885554,0.1343954852269672,0.8009744569487467,0.3760484923108235,0.1682274780326387,Angry
0.3926476538760145,0.34561811389136343,0.9685883042324019,0.18640095638194343,0.379661048481831,0.8644914769000417,0.7047703061237464,0.36146435863925463,0.07837719810078048,Neutral
0.6251560176732007,0.818160863197055,0.9560926619851519,0.9124598408155051,0.677484895864463,0.7802976884762788,0.511333181786246,0.11460393375958289,0.37706936715950956,Surprised
0.11949966476115148,0.9886384960901864,0.7991183880592455,0.802006671494671,0.9651916772384334,0.31249467875772585,0.011885454142211538,0.13236008199825566,0.4891911407735946,Neutral
0.8516797315716945,0.6043980482695085,0.20543893873737706,0.6367341591636895,0.8186923374942616,0.8432773822228982,0.3853157276348599,0.5104158661241637,0.9521149977493772,Neutral
0.30213604538859484,0.06724189270728487,0.01133353539916715,0.03839000910641177,0.7368032305532396,0.7306279526625704,0.6971801655296525,0.4426892870904613,0.02641637801773311,Sad
0.449734359281016,0.48045847936835895,0.6975089731241645,0.5473420289984238,0.4107070887052132,0.6704671616115816,0.6184672153124594,0.3178888369220194,0.26364920352365706,Surprised
0.3866777605423112,0.5328945446094225,0.5850670161259675,0.18906967723607526,0.033284466558100134,0.2303249042289054,0.6508639445826843,0.9241201644552178,0.8113675865832267,Neutral
0.10115604160790115,0.4619533653579255,0.08276413614893496,0.5100504493602005,0.012941001982284206,0.28785007784656536,0.4338435572552588,0.6213847752498926,0.3562044744677413,Surprised
0.30503849367273284,0.3148343843379885,0.5642401543380328,0.010473946862883277,0.27458838629585425,0.03882522834194413,0.620285565074154,0.0019791840113855264,0.01729705832418771,Sad
0.7388351084535079,0.32831162985847595,0.6243172474128512,0.05346785311171742,0.7577848923670646,0.11338481652677557,0.8048723853494407,0.9557236506315802,0.14944412475117752,Angry
0.41187063619165964,0.6270108919651424,0.36782343023148056,0.020997050440665466,0.1502157490283238,0.4088602399960366,0.3114762205840016,0.6481919019162211,0.47316105513119555,Happy
0.4057331240532379,0.00831578638250019,0.5131303730530306,0.1722406270585508,0.03490012516511232,0.44558870525705496,0.5869702683101957,0.3132067729055511,0.39784545853013453,Neutral
0.4012352282289826,0.9966858784619385,0.8831119227743744,0.8331625292683585,0.822954567262967,0.1010915193804619,0.0009343650953146376,0.38223626482784956,0.5848799345578395,Sad
0.32390661170281154,0.1119820141498884,0.7336274949748968,0.556470009030497,0.8448529386203756,0.32937429018679876,0.7253950506587511,0.802019055750148,0.46868248779755806,Sad
0.6633686370563828,0.22506097591498186,0.2826290720026161,0.5541213603985304,0.20179478144431684,0.46683434458708417,0.08690192750488945,0.44500311371325896,0.5118766519911945,Surprised
0.22581423225928465,0.5234321314427667,0.37003214711580146,0.011292780560178906,0.167035191294147,0.5895006856471848,0.3448714965147104,0.5174992113694472,0.7146155107885677,Happy
0.4137300523739489,0.23690208970614812,0.531689357483618,0.40765964296326374,0.35239662149995954,0.25003811107534224,0.32416509096505464,0.5863056191080126,0.3519772340795211,Happy
0.9940037715676489,0.9350183212452631,0.7255428198301641,0.22021430877303305,0.45714709474859416,0.5507741333978379,0.11286772594772077,0.3670575389910775,0.15880320718923358,Sad
0.8058020496291324,0.09313051273730444,0.2708274688004718,0.09190936095053392,0.14890967691049495,0.29159770551612774,0.92296119947386,0.9943440010661038,0.275934303917865,Neutral
0.2831027125393344,0.6857624650365486,0.4278470095828125,0.7025054899090118,0.49568783871503586,0.11225469121507481,0.1320034496611655,0.17391995114395142,0.007471442261822836,Happy
0.40206482745687144,0.3286391348358403,0.49992003620859293,0.11908384041954678,0.3335194997046751,0.9223235647669125,0.43081440645823865,0.9984582556858326,0.04981164644476421,Angry
0.3521055418748694,0.5689697909898344,0.47250283000982574,0.32866453942429663,0.6008619674049902,0.7537685758303478,0.18205560053872427,0.8996507650244572,0.9794729813669745,Neutral
0.3803962946389281,0.2673730597285844,0.8000782651728908,0.21069067462267443,0.36495357448063637,0.6040332657915717,0.5026290758586955,0.19216120164646489,0.6017731637508016,Sad
0.8362466708433817,0.22628472729969795,0.9208839475234084,0.5146456379684933,0.49300325022176594,0.7461780536566451,0.0768396230210362,0.5509733372046564,0.1259603282057753,Happy
0.3513999980421083,0.010770504186653929,0.4083065273610864,0.5411730224376534,0.6279626410902969,0.5604661811812435,0.03058282500253251,0.43684451021380977,0.7081482577358155,Angry
0.6357694379193419,0.5279857692518972,0.9564119023728677,0.06448682563163077,0.2615732325500899,0.4224132320963072,0.05714410334606701,0.7167947051876549,0.267941000098493,Happy
0.3875625142771639,0.7842325361073436,0.28862545869972256,0.21843183280833667,0.46962737171391744,0.1760498761393091,0.2622025419777769,0.1294062812212855,0.2444556101643781,Sad
0.21783991799675217,0.7126780138567279,0.564327070430306,0.718307690416377,0.2567700010519225,0.5756026752855735,0.6549474234074191,0.3772591180707876,0.008460741467250288,Happy
0.2642657949762828,0.34094940854778,0.5145560138893335,0.29857109428181816,0.8277595621725398,0.8834931796784741,0.1835919687434333,0.001854900696024786,0.7103729232380587,Sad
0.6696987755576453,0.20381675918443098,0.13877725537856722,0.3834007673617369,0.24968289281625866,0.6562721880154285,0.7421619596286382,0.05210609126497001,0.861290076090294,Sad
0.7355728588056762,0.5728739184763876,0.2098538558046147,0.6356308575856915,0.9936675234286116,0.5067072367299582,0.3445087434860654,0.7313954675768531,0.7765162323067643,Sad
0.4742033749175749,0.2659368253184272,0.6501958014989944,0.07538778517744205,0.9950959309444136,0.8591347035389877,0.9450608400091621,0.11184102341745339,0.0024456998263128193,Surprised
0.7215196765006126,0.5658643336225342,0.9634319682923564,0.23949569781901336,0.9480846968753878,0.6324296486566356,0.14296189877779297,0.8741429152090409,0.14645281529855192,Sad
0.6319143183318213,0.6559220756538078,0.21384177557494644,0.48769493038889733,0.5447916002830787,0.16464989179604628,0.4876994985617126,0.14827902908985724,0.9967588803437025,Happy
0.315744257996434,0.4802436223151485,0.5269652807531164,0.21664903761860466,0.8345764728006667,0.9341577842143992,0.16601019357028513,0.09408931047129954,0.9437553028031112,Surprised
0.6998517707942659,0.0244597640686951,0.13568666068259738,0.07355829737392483,0.9751010283521653,0.7316788446554494,0.31184421147229213,0.7093033139278803,0.27253660402511737,Sad
0.9002010827708566,0.9984434240069997,0.17752198742130643,0.15879303969291436,0.5547750733079678,0.4383425117122566,0.240999461111987,0.8732334598564594,0.23954694282584177,Neutral
0.12073872584183365,0.056272718681495304,0.7485423204769037,0.3988983391168176,0.015099792312686655,0.6097785630768982,0.06472293859082834,0.7028836965266531,0.5301115072622554,Happy
0.053919938943876256,0.7884926418809474,0.6711672700952179,0.02438897667229445,0.1690609147606157,0.7014560167746469,0.5497188807218166,0.8991131871413476,0.6930086902561646,Angry
0.32108717309709844,0.981032527706697,0.7964381780288131,0.5399967201414831,0.5365577698415273,0.25385380655587375,0.2881668349456059,0.22034052120932301,0.15418453900064477,Happy
0.06506293497321525,0.03870496142848945,0.5190872219968358,0.6026070170847754,0.6763898413140019,0.610810466429198,0.2958810875454172,0.06969814131129859,0.7149113240775747,Surprised
0.6279444824397378,0.8265534167206914,0.7664599520306684,0.06782969010994311,0.35362542835989963,0.7040137597839716,0.9047459552792119,0.649965529843501,0.3694725254882578,Happy
0.4315167585324473,0.6253096309009015,0.5825770207621015,0.74899716257599,0.13917465045121646,0.9189843230997454,0.015149829176697382,0.924771983936391,0.9942660746966852,Surprised
0.37909315519819664,0.7974497219465596,0.8962822154131884,0.015615746753344206,0.5700942386603991,0.20098748072344852,0.7941167416062125,0.6689206092244467,0.21089780346882137,Neutral
0.05985075370470838,0.5186583686229123,0.7910900291508274,0.04890341494306627,0.825214920502934,0.6847879162116697,0.8100324825129778,0.48262633896202445,0.2579923773032238,Sad
0.39659455166310364,0.9070759098244763,0.7998620626079217,0.24335837957057915,0.25568965808863353,0.6508177048605762,0.8015218829535569,0.8857808211115177,0.04047896240691917,Neutral
0.17793193819157727,0.9524364833531535,0.08468184084635,0.8939538194295262,0.4580530351944384,0.4604656700283849,0.8428999881650248,0.22248320715009673,0.2862604631522925,Angry
0.307818117915714,0.9858416424738853,0.9842351600911073,0.4118664202732293,0.846929733922798,0.9391764677963096,0.5151866938480776,0.3853336380347623,0.9491338831078504,Surprised
0.43184672685822856,0.687760348514454,0.12396176328367081,0.9398156576288497,0.5985227048727951,0.8842042490364187,0.9283206403980361,0.867892706241991,0.13350041891562747,Happy
0.3972520062865381,0.2414293160885076,0.18979880247904068,0.8141010348040804,0.09918416307585554,0.4500403610173015,0.7408498851804667,0.2988702307161769,0.4450906079521667,Happy
0.7683117501313796,0.17761717587245207,0.27751636281009295,0.12078300884074034,0.21694909226536474,0.7977329166982866,0.7750988839217903,0.6866083353138094,0.8948292119418447,Neutral
0.8547430026028533,0.3384054788731913,0.6061636313892965,0.3202864360415413,0.8909519365748934,0.22517919262714403,0.43244749796312354,0.5892979557428843,0.2574276767621767,Neutral
0.0809732460854431,0.3945977914553115,0.6163182210852564,0.4182416408173306,0.17019637592273318,0.9441145183501031,0.5669740760633378,0.7712084473806129,0.7573956095590673,Sad
0.9785396618964003,0.19278741706788105,0.3187731848378701,0.4073271257962725,0.7646927161282996,0.6710420129363595,0.17703578167957124,0.36232129413963254,0.1907166463792367,Sad
0.3367791823979198,0.10098859267049676,0.875002195118552,0.3104937093656418,0.02744531690827412,0.04008686665279926,0.3889105188145763,0.5751251342469262,0.056678064432930886,Sad
0.14336737075876338,0.5472361598198398,0.25380152601460193,0.8295237762790979,0.645685680907525,0.5171445221882383,0.09570932059991244,0.49775971693415055,0.6799881690874526,Neutral
0.13773780044583694,0.7938588601323423,0.5853030023032895,0.41353987292836836,0.7463303231816509,0.47751125732270394,0.4741778658142235,0.4609738903068017,0.9663144781741552,Happy
0.793237336810448,0.7203065393947291,0.08804623316579285,0.09559605074635735,0.8157151869245034,0.43064739018162834,0.24795611051730826,0.3605074611321174,0.5305522978099668,Surprised
0.7702606593881891,0.684859575739669,0.780691715135055,0.5170613263623606,0.7082362257906388,0.2941024359006925,0.45077472712381683,0.524256338725077,0.10465133199147769,Happy
0.5183235240219703,0.40499424736548706,0.2065232483556002,0.09211443632231275,0.8966386840214023,0.08609245948534294,0.5009416583421108,0.8642923683574798,0.6196713467711473,Surprised
0.8839683706627807,0.7713020435651728,0.6986224214888107,0.4487229564136336,0.5898333912887115,0.9173655803453686,0.6020622807735323,0.21008100253072604,0.9842814645922873,Neutral
0.5118322184243123,0.6685800341544137,0.7308022748087228,0.815524834424845,0.27809640291788806,0.7386306881205636,0.4473030499066396,0.6661575859734182,0.13883656101438868,Happy
0.43667652640857046,0.5005415700036907,0.30641477500613934,0.04187197310967106,0.6922681366452187,0.6184367533340758,0.9707867199347627,0.9366307960809925,0.9932632446021163,Happy
0.8104401679482129,0.9314423535531168,0.03883393387069212,0.5536749943126051,0.37726041117577713,0.8290765283030669,0.4974367520431784,0.343650907080597,0.6506316425614197,Angry
0.5031339931758763,0.7932997725232735,0.9099293309708497,0.9061969071063452,0.642354126552788,0.009120676134512729,0.5961434147935329,0.41625903931134034,0.6152257827737755,Neutral
0.20153490922278172,0.009276647312215225,0.3778078589710213,0.9700682272368696,0.35627592132436847,0.2472420526394371,0.41200827483170743,0.38054492441144017,0.26748082933672157,Surprised
0.7480801585902533,0.6280210013459079,0.007342675841874757,0.7561365931845314,0.44334650903806205,0.6104637456093585,0.8637606932069875,0.8462129132402039,0.8415809493965389,Happy
0.5417963310619079,0.6579716668019228,0.08995050131183413,0.6507258332799535,0.2832708363376889,0.690741194869238,0.5651351324579519,0.8428795880542657,0.333101948090214,Happy
0.37008799443297113,0.35336820098577004,0.6370079693011108,0.45548361978019913,0.8325623782716013,0.4810904182874257,0.896397432291822,0.6495574526669743,0.35465465994098655,Happy
0.6910810707229681,0.35082433320605333,0.4874535226419544,0.2826888866876953,0.888101033949894,0.8366714805553224,0.5205219480779049,0.18107039583644913,0.30118325443347316,Happy
0.9303758867155473,0.18032085250671415,0.47910782678870845,0.9536199785286453,0.9033328494279992,0.8828445026839743,0.6042971486543894,0.3958161855874943,0.989764960816445,Sad
0.3078404696190512,0.8157628499633413,0.2124857545393829,0.6815718395352375,0.006157453612792407,0.7438448554654769,0.7757334793969081,0.15064247341659065,0.864102834397924,Sad
0.012370197004288763,0.6201609286062862,0.7721211179214922,0.01231809499914105,0.40779355071637857,0.490917133237766,0.039962862366666574,0.8418323102568497,0.6735777148371441,Happy
0.0666466008178015,0.4277292793102643,0.24982763176456646,0.3344168701209851,0.32805413683455575,0.08829803260618474,0.21022457590468613,0.6686138850881123,0.07733641970911476,Sad
0.6861142938769302,0.02788941851187654,0.893758351830894,0.9551393576984831,0.6857075341779845,0.6760714836280518,0.32019122009017,0.46071023026419033,0.8558586044909593,Sad
0.5685200216900764,0.17652961242005583,0.22532273041172612,0.795008707010324,0.5535823709428681,0.21221735979181244,0.35689945720078065,0.7799076878147864,0.7369311164160967,Sad
0.8632867512708655,0.5348089736394221,0.9950858959924489,0.11030303139926356,0.37482418726469435,0.45860071943599046,0.11144514399660066,0.8929418902915441,0.2485369316717121,Surprised
0.5297414719604729,0.9066822964999759,0.11016625887558329,0.3069670158904153,0.40828905629790235,0.05972524900442289,0.766956839008772,0.5023241736219659,0.46331991314143206,Angry
0.45066427287048416,0.3518150310329211,0.03129146079169187,0.6603603315709227,0.29199353085759994,0.0009649976751073819,0.5598893666639234,0.25753600004611865,0.1378258352884365,Sad
0.8940414707547405,0.7432567692367694,0.74960783143395,0.014890470804583611,0.42304852644384705,0.2433369041482798,0.5427397984638109,0.9074780044475886,0.6286889954424709,Surprised
0.23283966929033928,0.7069365299341924,0.9755056647173501,0.4566118100541372,0.7454101271874934,0.669531873425325,0.1386510166853231,0.4039172019459566,0.3831465776572125,Angry
0.7158437299061676,0.46035616392240564,0.9478208690719593,0.5003964094263956,0.8851353043852495,0.20579859823553392,0.7156393725418629,0.5447257981360886,0.8326520878462514,Angry
0.08220432138606781,0.7818380658072763,0.8819927985689452,0.5886541149527829,0.041312186656828676,0.4990810890433107,0.3123309599192994,0.4645913235754261,0.10749953782144894,Neutral
0.6006613958121818,0.17621703142056966,0.4085981507423645,0.3558690933555819,0.35483305772224794,0.7786006718871805,0.26554089494284805,0.6349523266780556,0.2575500608065924,Surprised
0.2700881733145044,0.32937259829149623,0.8673748917587042,0.24492366635603413,0.8457678248813282,0.8247396935692202,0.256523741226389,0.31765615917691337,0.6267559962355798,Surprised
0.1854463210907168,0.11361503736206291,0.8643147870272377,0.9238233217636092,0.4864789604123735,0.862553842300127,0.5652551438342933,0.31300966640881545,0.5605488020720788,Neutral
0.20903453322856702,0.28013460126364664,0.3607193331639117,0.7054963609645145,0.2674504799599705,0.8945244343175695,0.2614650430894968,0.15126552946071015,0.862118738118433,Happy
0.421690511423192,0.82419958650174,0.7742190602395703,0.10218529873981064,0.8614229899531992,0.1071858776774931,0.9253282203030061,0.019628778703924876,0.5975749110678266,Happy
0.3288943321861728,0.5358767106386225,0.5298491009546715,0.4002552560803454,0.12753677925694906,0.9297147373739235,0.19090349492761238,0.6475323928558361,0.8605451681423235,Happy
0.7868971057295459,0.06992521207525848,0.4090770557750938,0.13660446873780163,0.3770675460875168,0.010515647094504699,0.1763171096974634,0.4657393053789024,0.8943039796196123,Happy
0.2479459533293571,0.6323343111663804,0.9763043701377068,0.7588100916774769,0.973912664448132,0.2806940481087583,0.5352341514803824,0.07090952262759631,0.2440868100364635,Surprised
0.436481866964993,0.6905761263587322,0.7246773942062511,0.4904770882372699,0.7328899421656854,0.6513190686509962,0.5405778208240558,0.2781825749942196,0.5499443011211003,Sad
0.43259852976807267,0.24930594646155357,0.6148371874504784,0.7760308370170268,0.2837118031874396,0.5215485296797119,0.7713521259140271,0.6105420344192058,0.3404685978447227,Angry
0.5915046438697431,0.8600182709102244,0.40103334122576484,0.32366152267945447,0.6418465685702002,0.7968784667257818,0.6188493107100544,0.6377670647176451,0.4505244347612489,Angry
0.2175332851915629,0.26470858030801137,0.16610913632275037,0.2928373825871783,0.3839308048638185,0.6677834800183413,0.16247859871677373,0.15916598777617208,0.40002887095569606,Surprised
0.19353383450844963,0.7468402817336982,0.8164436714767599,0.4658387041783357,0.5496268297222713,0.4167251976936166,0.29471660151849866,0.3243146664998139,0.33027184314730096,Neutral
0.9145461689387095,0.03929877659871017,0.704692453846732,0.9576649675870184,0.9355306392485104,0.9304070431669309,0.73466437560868,0.8397717352442585,0.3060151433284066,Angry
0.6526334641426331,0.4318889771969907,0.8780152811410598,0.4635458750897732,0.24675826636655473,0.2687987859535539,0.5221876830862379,0.4565843402460571,0.5671528562551059,Happy
0.047171741346417995,0.1725870546798587,0.8709126058818787,0.7671159456111865,0.3281317722757795,0.7028484933610009,0.3259747610615712,0.9917390971879866,0.10892238591925818,Angry
0.25024888758969144,0.19580891926371868,0.008652260843600712,0.5543972257167564,0.926462063659808,0.5916872889119806,0.3825084578888387,0.41896626334601494,0.2476960880129947,Neutral
0.1306036751925881,0.13047128911017447,0.42754977524399285,0.8132027544593557,0.46629084645179597,0.5874676830637612,0.849245746768575,0.8046208672468949,0.30282558595566844,Sad
0.6385896176828977,0.7387854226490611,0.931025508440483,0.1167590797769349,0.2582072611658768,0.03309008635134347,0.44139600108019983,0.7981615876988357,0.8998171998918488,Surprised
0.08177484688029502,0.2940298798402773,0.8746089423716521,0.8834649533351654,0.864344179128837,0.016512977401118678,0.65548793252096,0.9936155307994282,0.09562402349587329,Sad
0.8992992744884101,0.8883914170987691,0.9717449657459439,0.922730866791267,0.4178878039363402,0.8510135071423386,0.8112956527151399,0.7616937007750112,0.865260072101986,Happy
0.48685746072454106,0.7242205627852318,0.21494737980389345,0.3933962270599577,0.296344989653755,0.8395951037355105,0.9512878818297722,0.5075120119536551,0.3327713375801986,Neutral
0.4899547430916912,0.7595449201485962,0.7944038714925749,0.3638996478733494,0.05724859919376257,0.9524949351226016,0.1781117569696402,0.8666973732795432,0.9835002305124058,Surprised
0.1692783000680299,0.4225438062891066,0.5977040116144043,0.15260289538997418,0.9667829034321194,0.19980579613871052,0.1235582810500574,0.6354806984668269,0.8200119874613556,Angry
0.4861218706344186,0.3811090137515982,0.8707354605968649,0.730549166270796,0.2638060720056661,0.37688392101476875,0.7021186162204243,0.6441615670274023,0.08063064596114189,Happy
0.9542860569233989,0.4147607779587973,0.6678676738648972,0.4743412736014755,0.9982895351595178,0.4446662989534258,0.9576279374659687,0.546746618985327,0.009471547064783703,Surprised
